"Version Date","Id","Area","Keyw","Element","Eng Name","L effm","Aperturem","Anglerad","K11/m^2","K21/m^3","Tiltrad","E1rad","E2rad","H1m","H2m","EnergyGeV","SumLm","X Coorm","Y Coorm","Z Coorm","X Anglerad","Y Anglerad","Z Anglerad","Rf Frequency (MHz)","Rf Amplitude (MeV)","Rf Phase (deg)","Rf Gradient (MeV/m)","Rf Power Fraction","Z Length (m)","Fringe Field Integral","Integrated Field BL (kG-m)","Field B (T)","Integrated Field Grad GL (kG)","Field Gradient G (T/m)","Xal Scale Name","Xal Scale Value","Xal Polarity","Magnet X Coor (m)","Magnet Y Coor (m)","Magnet Z Coor (m)","Magnet X Angle (rad)","Magnet Y Angle (rad)","Magnet Z Angle (rad)","Solenoid Strength KS (1/m)","Undulator Period Length (m)","Undulator Strength K","X Size (m)","Y Size (m)","Section","Dist From Section Start (m)","Xal Keyword","S Display"
"22-JAN-21","4","GUNB","SOLE","SOL1BKB","BUCKING COIL","0","0","","","","","","","","",".00126099906","-.071705","-10.116372",".28","-.99","0","0","0","","","","","","","","0","0","","","KG2T",".1","-1","","","","","","","0","","","","","CATHODE TO DIAG0","-.071705","SOLE","-10.116372"
"22-JAN-21","2","GUNB","MARK","BEGGUNB","","0","","","","","","","","","",".00126099906","0","-10.044667",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","0","MARK","-10.044667"
"22-JAN-21","6","GUNB","INST","CATHODEB","","0","","","","","","","","","",".00126099906","0","-10.044667",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","0","INST","-10.044667"
"22-JAN-21","4","GUN","MARK","BEGGUN","","0","","","","","","","","","",".006","0","2017.911482","10.448935","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG","0","MARK","2017.911482"
"22-JAN-21","5","GUN","SOLE","SOL1BK","","0","0","","","","","","","","",".006","0","2017.911482","10.448935","0","0","0","-.610865","","","","","","","","0","0","","","KG2T",".1","-1","","","","","","","0","","","","","CATHODE TO BXG","0","SOLE","2017.911482"
"22-JAN-21","6","GUN","MARK","DBMARK80","","0","","","","","","","","","",".006","0","2017.911482","10.448935","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG","0","MARK","2017.911482"
"22-JAN-21","7","GUN","INST","CATHODE","","0","","","","","","","","","",".006","0","2017.911482","10.448935","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG","0","INST","2017.911482"
"22-JAN-21","9","GUN","SOLE","SOL1","",".2","0","","","","","","","","",".006",".19601","2018.072045","10.336508","0","0","0","-.610865","","","","","","","","0","0","","","KG2T_BDL2B",".5","-1","","","","","","","0","","","","","CATHODE TO BXG",".19601","SOLE","2018.0720445"
"22-JAN-21","10","GUN","QUAD","CQ01","QSOL","0","0","","0","","0","","","","",".006",".19601","2018.072044","10.336508","0","0","0","-.610865","","","","","","","","","","0","0","KG2T",".1","-1","","","","","","","","","","","","CATHODE TO BXG",".19601","QUAD","2018.072044"
"22-JAN-21","13","GUN","QUAD","SQ01","QSOL","0","0","","0","","45.000000000146","","","","",".006",".19601","2018.072044","10.336508","0","0","0","-.610865","","","","","","","","","","0","0","KG2T",".1","-1","","","","","","","","","","","","CATHODE TO BXG",".19601","QUAD","2018.072044"
"22-JAN-21","12","GUN","YCOR","YC00","CLASS-S","0","","","","","","","","","",".006",".19601","2018.072044","10.336508","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG",".19601","YCOR","2018.072044"
"22-JAN-21","11","GUN","XCOR","XC00","CLASS-S","0","","","","","","","","","",".006",".19601","2018.072044","10.336508","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG",".19601","XCOR","2018.072044"
"22-JAN-21","11","GUNB","QUAD","SQ01B","SOLENOID TRIM","0",".0475","","0","","45.000000000146","","","","",".00126099906",".24653","-9.798137",".28","-.99","0","0","0","","","","","","","","","","0","0","KG2T",".1","-1","","","","","","","","","","","","CATHODE TO DIAG0",".24653","QUAD","-9.798137"
"22-JAN-21","9","GUNB","SOLE","SOL1B","LBNL",".0861",".0475","","","","","","","","",".00126099906",".24653","-9.798137",".28","-.99","0","0","0","","","","","","","","0","0","","","KG2T_BDL2B","1.16144018583","-1","","","","","","","0","","","","","CATHODE TO DIAG0",".24653","SOLE","-9.798137"
"22-JAN-21","10","GUNB","QUAD","CQ01B","SOLENOID TRIM","0",".0475","","0","","0","","","","",".00126099906",".24653","-9.798137",".28","-.99","0","0","0","","","","","","","","","","0","0","KG2T",".1","-1","","","","","","","","","","","","CATHODE TO DIAG0",".24653","QUAD","-9.798137"
"22-JAN-21","16","GUN","MARK","VV01","","0","","","","","","","","","",".006",".37452","2018.218271","10.234119","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG",".37452","MARK","2018.218271"
"22-JAN-21","14","GUNB","INST","VV01B","","0","","","","","","","","","",".00126099906",".38748","-9.657187",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0",".38748","INST","-9.657187"
"22-JAN-21","16","GUNB","XCOR","XC01B","LBNL-XY","0","","","","","","","","","",".00126099906",".4845","-9.560167",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0",".4845","XCOR","-9.560167"
"22-JAN-21","17","GUNB","YCOR","YC01B","LBNL-XY","0","","","","","","","","","",".00126099906",".4845","-9.560167",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0",".4845","YCOR","-9.560167"
"22-JAN-21","19","GUNB","BPM","BPM1B","STRIPLINE-4","0","","","","","","","","","",".00126099906",".48965","-9.555017",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0",".48965","BPM","-9.555017"
"22-JAN-21","18","GUN","INST","AM00","","0","","","","","","","","","",".006",".49061","2018.313367","10.167532","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG",".49061","INST","2018.313367"
"22-JAN-21","21","GUNB","IMON","IM01B","ICT","0","","","","","","","","","",".00126099906",".594692","-9.449975",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0",".594692","TORO","-9.449975"
"22-JAN-21","20","GUN","INST","AM01","","0","","","","","","","","","",".006",".59522","2018.399058","10.10753","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG",".59522","INST","2018.399058"
"22-JAN-21","22","GUN","PROF","YAG01","YAG","0","","","","","","","","","",".006",".61362","2018.414131","10.096977","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG",".61362","PROF","2018.414131"
"22-JAN-21","24","GUN","INST","FC01","","0","","","","","","","","","",".006",".62459","2018.423117","10.090684","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG",".62459","INST","2018.423117"
"22-JAN-21","23","GUNB","XCOR","XC02B","LBNL-XY","0","","","","","","","","","",".00126099906",".6701","-9.374567",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0",".6701","XCOR","-9.374567"
"22-JAN-21","24","GUNB","YCOR","YC02B","LBNL-XY","0","","","","","","","","","",".00126099906",".6701","-9.374567",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0",".6701","YCOR","-9.374567"
"22-JAN-21","26","GUN","IMON","IM01","","0","","","","","","","","","",".006",".70709","2018.490697","10.043364","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG",".70709","TORO","2018.490697"
"22-JAN-21","26","GUNB","LCAV","BUN1B","LBNL",".21876","","","","","","","","","",".0012781586315",".809116","-9.235551",".28","-.99","0","0","0","1300",".393768","-84.999999996","1.8","1","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0",".809116","BNCH","-9.235551"
"22-JAN-21","29","GUN","YCOR","YC01","CLASS-G","0","","","","","","","","","",".006",".834385","2018.594971","9.970351","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG",".834385","YCOR","2018.594971"
"22-JAN-21","28","GUN","XCOR","XC01","CLASS-G","0","","","","","","","","","",".006",".834385","2018.594971","9.970351","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG",".834385","XCOR","2018.594971"
"22-JAN-21","31","GUN","BPM","BPM2","25_UM_RES","0","","","","","","","","","",".006",".8925736","2018.642636","9.936975","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG",".8925736","BPM","2018.642636"
"22-JAN-21","30","GUNB","YCOR","YC03B","LBNL-XY","0","","","","","","","","","",".001295318203",".9642","-9.080467",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0",".9642","YCOR","-9.080467"
"22-JAN-21","29","GUNB","XCOR","XC03B","LBNL-XY","0","","","","","","","","","",".001295318203",".9642","-9.080467",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0",".9642","XCOR","-9.080467"
"22-JAN-21","35","L0","MARK","BEGL0","","0","","","","","","","","","",".006",".9778443","2018.712486","9.888066","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","0","MARK","2018.712486"
"22-JAN-21","35","GSPEC","MARK","BEGGSPEC","","0","","","","","","","","","",".006",".9778443","2018.712486","9.888066","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO GUN SPECT DUMP","0","MARK","2018.712486"
"22-JAN-21","33","GUN","MARK","DBMARK81","","0","","","","","","","","","",".006",".9778443","2018.712486","9.888066","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG",".9778443","MARK","2018.712486"
"22-JAN-21","34","GUN","MARK","ENDGUN","","0","","","","","","","","","",".006",".9778443","2018.712486","9.888066","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO BXG",".9778443","MARK","2018.712486"
"22-JAN-21","36","GSPEC","BEND","BXG","BXG",".291216",".043","85.000000000276","0","","0","24.249999999506","24.249999999506","","",".006","1.123452756","2018.791539","9.769754","0","0","0","-1.35263","","","","","",".265235884561",".492",".295832620242","-.101585290727","0","0","KG2T_BDL2B",".343387725949","-1","2018.766364","9.764172","0","0","0","-1.35263","","","","","","BXG TO GUN SPECT DUMP",".145608456","XBEND","2018.791539"
"22-JAN-21","32","GUNB","MARK","AM00B","","0","","","","","","","","","",".001295318203","1.146001","-8.898666",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","1.146001","MARK","-8.898666"
"22-JAN-21","38","L0","BPM","BPM3","25_UM_RES","0","","","","","","","","","",".006","1.21666","2018.908112","9.751087","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01",".2388157","BPM","2018.908112"
"22-JAN-21","40","L0","INST","CR01","","0","","","","","","","","","",".006","1.35904","2019.024743","9.669421","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01",".3811957","INST","2019.024743"
"22-JAN-21","35","GUNB","YCOR","YC04B","LBNL-XY","0","","","","","","","","","",".001295318203","1.369","-8.675667",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","1.369","YCOR","-8.675667"
"22-JAN-21","34","GUNB","XCOR","XC04B","LBNL-XY","0","","","","","","","","","",".001295318203","1.369","-8.675667",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","1.369","XCOR","-8.675667"
"22-JAN-21","42","L0","PROF","YAG02","YAG","0","","","","","","","","","",".006","1.38841","2019.048801","9.652575","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01",".4105657","PROF","2019.048801"
"22-JAN-21","41","GSPEC","YCOR","YCG1","CLASS-G","0","","","","","","","","","",".006","1.443465512","2018.682691","9.478078","0","0","0","-2.094395","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO GUN SPECT DUMP",".465621212","YCOR","2018.682691"
"22-JAN-21","40","GSPEC","XCOR","XCG1","CLASS-G","0","","","","","","","","","",".006","1.443465512","2018.682691","9.478078","0","0","0","-2.094395","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO GUN SPECT DUMP",".465621212","XCOR","2018.682691"
"22-JAN-21","39","GSPEC","QUAD","QG02","QG",".076",".04","","-35.48540433","","0","","","","",".006","1.443465512","2018.682691","9.478078","0","0","0","-2.094395","","","","","","","","","","-.537790488849",".707619064276","KG2T_GDL2G","1.315789473684","1","","","","","","","","","","","","BXG TO GUN SPECT DUMP",".465621212","QUAD","2018.682691"
"22-JAN-21","45","L0","MARK","FLNGA1","","0","","","","","","","","","",".006","1.459","2019.106625","9.612087","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01",".4811557","MARK","2019.106625"
"22-JAN-21","44","L0","MARK","ZLIN00","","0","","","","","","","","","",".006","1.459","2019.106625","9.612087","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01",".4811557","MARK","2019.106625"
"22-JAN-21","37","GUNB","PROF","YAG01B","YAG INJ","0","","","","","","","","","",".001295318203","1.490314","-8.554353",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","1.490314","PROF","-8.554353"
"22-JAN-21","47","L0","MARK","DLFDA","","0","","","","","","","","","",".007098933719","1.517646","2019.154665","9.578449","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01",".5398017","MARK","2019.154665"
"22-JAN-21","44","GSPEC","BPM","BPMG1","25_UM_RES","0","","","","","","","","","",".006","1.558485512","2018.625181","9.378468","0","0","0","-2.094395","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO GUN SPECT DUMP",".580641212","BPM","2018.625181"
"22-JAN-21","40","GUNB","QUAD","CQ02B","SOLENOID TRIM","0",".0475","","0","","0","","","","",".001295318203","1.64581","-8.398857",".28","-.99","0","0","0","","","","","","","","","","0","0","KG2T",".1","-1","","","","","","","","","","","","CATHODE TO DIAG0","1.64581","QUAD","-8.398857"
"22-JAN-21","41","GUNB","QUAD","SQ02B","SOLENOID TRIM","0",".0475","","0","","45.000000000146","","","","",".001295318203","1.64581","-8.398857",".28","-.99","0","0","0","","","","","","","","","","0","0","KG2T",".1","-1","","","","","","","","","","","","CATHODE TO DIAG0","1.64581","QUAD","-8.398857"
"22-JAN-21","39","GUNB","SOLE","SOL2B","LBNL",".0869",".0475","","","","","","","","",".001295318203","1.64581","-8.398857",".28","-.99","0","0","0","","","","","","","","0","0","","","KG2T_BDL2B","1.150747986191","-1","","","","","","","0","","","","","CATHODE TO DIAG0","1.64581","SOLE","-8.398857"
"22-JAN-21","48","GSPEC","YCOR","YCG2","CLASS-G","0","","","","","","","","","",".006","1.673465512","2018.567691","9.278892","0","0","0","-2.094395","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO GUN SPECT DUMP",".695621212","YCOR","2018.567691"
"22-JAN-21","46","GSPEC","QUAD","QG03","QG",".076",".04","","80.16050904","","0","","","","",".006","1.673465512","2018.567691","9.278892","0","0","0","-2.094395","","","","","","","","","","1.214853265927","-1.598491139378","KG2T_GDL2G","1.315789473684","-1","","","","","","","","","","","","BXG TO GUN SPECT DUMP",".695621212","QUAD","2018.567691"
"22-JAN-21","47","GSPEC","XCOR","XCG2","CLASS-G","0","","","","","","","","","",".006","1.673465512","2018.567691","9.278892","0","0","0","-2.094395","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO GUN SPECT DUMP",".695621212","XCOR","2018.567691"
"22-JAN-21","49","L0","SOLE","SOL2","","0","0","","","","","","","","",".01083451385","1.717","2019.317967","9.464104","0","0","0","-.610865","","","","","","","","0","0","","","KG2T",".1","-1","","","","","","","0","","","","","BXG TO BX01",".7391557","SOLE","2019.317967"
"22-JAN-21","44","GUNB","INST","VV02B","","0","","","","","","","","","",".001295318203","1.78278","-8.261887",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","1.78278","INST","-8.261887"
"22-JAN-21","51","GSPEC","PROF","YAGG1","YAG","0","","","","","","","","","",".006","1.838635512","2018.485106","9.135851","0","0","0","-2.094395","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO GUN SPECT DUMP",".860791212","PROF","2018.485106"
"22-JAN-21","53","GSPEC","INST","CRG1","","0","","","","","","","","","",".006","1.845925512","2018.481461","9.129537","0","0","0","-2.094395","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO GUN SPECT DUMP",".868081212","INST","2018.481461"
"22-JAN-21","55","GSPEC","INST","FCG1","","0","","","","","","","","","",".006","1.865905512","2018.471471","9.112234","0","0","0","-2.094395","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO GUN SPECT DUMP",".888061212","INST","2018.471471"
"22-JAN-21","46","GUNB","BPM","BPM2B","STRIPLINE-4","0","","","","","","","","","",".001295318203","1.884224","-8.160443",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","1.884224","BPM","-8.160443"
"22-JAN-21","49","GUNB","YCOR","YC05B","LBNL-XY","0","","","","","","","","","",".001295318203","1.888764","-8.155903",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","1.888764","YCOR","-8.155903"
"22-JAN-21","48","GUNB","XCOR","XC05B","LBNL-XY","0","","","","","","","","","",".001295318203","1.888764","-8.155903",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","1.888764","XCOR","-8.155903"
"22-JAN-21","57","GSPEC","MARK","DBMARK97","","0","","","","","","","","","",".006","1.915905512","2018.446471","9.068933","0","0","0","-2.094395","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO GUN SPECT DUMP",".938061212","MARK","2018.446471"
"22-JAN-21","58","GSPEC","MARK","ENDGSPEC","","0","","","","","","","","","",".006","1.915905512","2018.446471","9.068933","0","0","0","-2.094395","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO GUN SPECT DUMP",".938061212","MARK","2018.446471"
"22-JAN-21","51","GUNB","MARK","BLFU","","0","","","","","","","","","",".001295318203","1.969609","-8.075058",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","1.969609","MARK","-8.075058"
"22-JAN-21","53","GUNB","MARK","ENDGUNB","","0","","","","","","","","","",".001295318203","2.052577","-7.99209",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","2.052577","MARK","-7.99209"
"22-JAN-21","55","L0B","MARK","ECU","","0","","","","","","","","","",".001295318203","2.052577","-7.99209",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","2.052577","MARK","-7.99209"
"22-JAN-21","54","L0B","MARK","BEGL0B","","0","","","","","","","","","",".001295318203","2.052577","-7.99209",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","2.052577","MARK","-7.99209"
"22-JAN-21","52","L0","YCOR","YC02","C-1S-L0A","0","","","","","","","","","",".02300174474","2.3663198","2019.849858","9.091669","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","1.3884755","YCOR","2019.849858"
"22-JAN-21","51","L0","XCOR","XC02","C-1S-L0A","0","","","","","","","","","",".02300174474","2.3663198","2019.849858","9.091669","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","1.3884755","XCOR","2019.849858"
"22-JAN-21","57","L0B","MARK","CM01BEG","","0","","","","","","","","","",".001295318203","2.545517","-7.49915",".28","-.99","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","2.545517","MARK","-7.49915"
"22-JAN-21","46","L0","LCAV","L0A___","DUALFEED","3.095244","","","","","","","","","",".035","3.006622","2020.374363","8.724407","0","0","0","-.610865","2856","58.01069066","-1.10000000016","18.74187969026","1","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","2.0287777","BNCH","2020.374363"
"22-JAN-21","54","L0","MARK","L0AMID","","0","","","","","","","","","",".035","3.006622","2020.374363","8.724407","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","2.0287777","MARK","2020.374363"
"22-JAN-21","59","L0B","LCAV","CAVL011","CRYO","1.037743","","","","","","","","","",".0045725888325","3.342827","-6.70184",".28","-.99","0","0","0","1300","6.558536543","-2.00000000016","6.320000754522","1","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","3.342827","BNCH","-6.70184"
"22-JAN-21","57","L0","YCOR","YC03","CLASS-1S","0","","","","","","","","","",".05658378829","4.1584684","2021.3179","8.063735","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","3.1806241","YCOR","2021.3179"
"22-JAN-21","56","L0","XCOR","XC03","CLASS-1S","0","","","","","","","","","",".05658378829","4.1584684","2021.3179","8.063735","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","3.1806241","XCOR","2021.3179"
"22-JAN-21","59","L0","MARK","OUTCPA","","0","","","","","","","","","",".06285847384","4.493325","2021.592199","7.871669","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","3.5154807","MARK","2021.592199"
"22-JAN-21","61","L0","MARK","FLNGA2","","0","","","","","","","","","",".064","4.554244","2021.642101","7.836728","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","3.5763997","MARK","2021.642101"
"22-JAN-21","62","L0","MARK","L0AWAKE","","0","","","","","","","","","",".064","4.554244","2021.642101","7.836728","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","3.5763997","MARK","2021.642101"
"22-JAN-21","63","L0","MARK","L0BBEG","","0","","","","","","","","","",".064","4.554244","2021.642101","7.836728","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","3.5763997","MARK","2021.642101"
"22-JAN-21","65","L0","PROF","YAG03","YAG","0","","","","","","","","","",".064","4.614538605","2021.691491","7.802144","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","3.636694305","PROF","2021.691491"
"22-JAN-21","61","L0B","LCAV","CAVL012","CRYO","1.037743","","","","","","","","","",".008620235511","4.726427","-5.31824",".28","-.99","0","0","0","1300","1.639634136","-20.0000000016","1.580000188871","1","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","4.726427","BNCH","-5.31824"
"22-JAN-21","68","L0","QUAD","QA01","ETA",".108",".032","","-12.31506738","","0","","","","",".064","4.854933605","2021.888411","7.664259","0","0","0","-.610865","","","","","","","","","","-2.839265303758","2.628949355331","KG2T_GDL2G",".925925925926","1","","","","","","","","","","","","BXG TO BX01","3.877089305","QUAD","2021.888411"
"22-JAN-21","71","L0","INST","PH01","","0","","","","","","","","","",".064","5.003417605","2022.010042","7.579092","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","4.025573305","INST","2022.010042"
"22-JAN-21","73","L0","QUAD","QA02","ETA",".108",".032","","13.70555495","","0","","","","",".064","5.183309605","2022.157401","7.47591","0","0","0","-.610865","","","","","","","","","","3.159845207301","-2.925782599353","KG2T_GDL2G",".925925925926","-1","","","","","","","","","","","","BXG TO BX01","4.205465305","QUAD","2022.157401"
"22-JAN-21","74","L0","BPM","BPM5","25_UM_RES","0","","","","","","","","","",".064","5.183309605","2022.157401","7.47591","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","4.205465305","BPM","2022.157401"
"22-JAN-21","77","L0","MARK","FLNGB1","","0","","","","","","","","","",".064","5.303197605","2022.255608","7.407145","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","4.325353305","MARK","2022.255608"
"22-JAN-21","79","L0","MARK","DLFDB","","0","","","","","","","","","",".06534524645","5.361843605","2022.303648","7.373507","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","4.383999305","MARK","2022.303648"
"22-JAN-21","81","L0","XCOR","XC04","CLASS-1S","0","","","","","","","","","",".07307843165","5.698971705","2022.579807","7.180139","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","4.721127405","XCOR","2022.579807"
"22-JAN-21","82","L0","YCOR","YC04","CLASS-1S","0","","","","","","","","","",".07307843165","5.698971705","2022.579807","7.180139","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","4.721127405","YCOR","2022.579807"
"22-JAN-21","63","L0B","LCAV","CAVL013","CRYO","1.037743","","","","","","","","","",".01429759118","6.110027","-3.93464",".28","-.99","0","0","0","1300","9.827427383","2.99999999988","9.470001130338","1","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","6.110027","BNCH","-3.93464"
"22-JAN-21","78","L0","LCAV","L0B___","DUALFEED","3.095244","","","","","","","","","",".0995","6.850819605","2023.523346","6.519466","0","0","0","-.610865","2856","71.01308685","-1.10000000016","22.942645830183","1","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","5.872975305","BNCH","2023.5233455"
"22-JAN-21","84","L0","MARK","L0BMID","","0","","","","","","","","","",".0995","6.850819605","2023.523345","6.519466","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","5.872975305","MARK","2023.523345"
"22-JAN-21","65","L0B","LCAV","CAVL014","CRYO","1.037743","","","","","","","","","",".025198447795","7.493627","-2.55104",".28","-.99","0","0","0","1300","12.17268442","-10.0000000008","11.72996052009","1","","","","","","","","","","","","","","","","","","","","","CATHODE TO DIAG0","7.493627","BNCH","-2.55104"
"22-JAN-21","87","L0","YCOR","YC05","CLASS-1S","0","","","","","","","","","",".1259150332","8.002382605","2024.466651","5.858956","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","7.024538305","YCOR","2024.466651"
"22-JAN-21","86","L0","XCOR","XC05","CLASS-1S","0","","","","","","","","","",".1259150332","8.002382605","2024.466651","5.858956","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","7.024538305","XCOR","2024.466651"
"22-JAN-21","89","L0","MARK","OUTCPB","","0","","","","","","","","","",".1336026145","8.337522605","2024.741181","5.666728","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","7.359678305","MARK","2024.741181"
"22-JAN-21","92","L0","MARK","ENDL0","","0","","","","","","","","","",".135","8.398441605","2024.791083","5.631786","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","7.420597305","MARK","2024.791083"
"22-JAN-21","94","DL1","MARK","EMAT","","0","","","","","","","","","",".135","8.398441605","2024.791083","5.631786","0","0","0","-.610865","","","","","","","","","","","","","","","","","","","","","","","","","","BXG TO BX01","7.420597305","MARK","2024.791083"
